customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02265,Male,1,Yes,No,62,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,85.77,5400.65,No
CUST-02266,Female,1,No,No,6,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card,33.96,285.38,No
CUST-02267,Female,0,No,No,65,No,No,No,No internet service,No,Month-to-month,Yes,Credit card,64.23,4204.54,Yes
CUST-02268,Male,0,No,Yes,39,Yes,Yes,DSL,No internet service,No,Two year,Yes,Credit card,76.12,2968.68,No
CUST-02269,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Bank transfer,57.59,3052.27,No
CUST-02270,Male,0,No,No,30,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Electronic check,26.69,803.85,Yes
CUST-02271,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card,93.82,4793.54,No
CUST-02272,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,No internet service,One year,No,Credit card,108.27,3378.95,No
CUST-02273,Female,0,Yes,No,33,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,34.49,1171.41,Yes
CUST-02274,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,Two year,Yes,Credit card,105.12,641.05,Yes
CUST-02275,Male,0,Yes,No,15,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,98.45,1476.75,No
CUST-02276,Female,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,One year,No,Bank transfer,75.51,1590.1,Yes
CUST-02277,Female,0,No,Yes,52,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card,78.8,4160.18,No
CUST-02278,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer,84.46,1351.36,No
CUST-02279,Male,0,No,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,71.53,214.59,Yes
CUST-02280,Female,0,Yes,No,60,No,No,Fiber optic,No internet service,No internet service,One year,Yes,Bank transfer,104.12,6247.2,No
CUST-02281,Male,0,Yes,No,51,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer,66.36,3384.36,No
CUST-02282,Female,0,No,No,34,Yes,No,No,Yes,No,Two year,Yes,Credit card,73.8,2509.2,No
CUST-02283,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Credit card,21.75,935.25,Yes
CUST-02284,Female,0,No,No,14,Yes,No,Fiber optic,No,No,One year,No,Bank transfer,36.37,536.65,No
CUST-02285,Female,0,No,No,60,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,110.19,6645.7,No
CUST-02286,Male,1,Yes,No,43,Yes,No,No,No,No,One year,Yes,Electronic check,30.4,1382.68,No
CUST-02287,Male,1,Yes,No,20,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,110.21,2204.2,Yes
CUST-02288,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,82.86,3811.56,No
CUST-02289,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,Two year,Yes,Credit card,111.85,5386.07,Yes
CUST-02290,Female,0,Yes,No,52,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,101.06,5255.12,No
CUST-02291,Female,1,No,No,26,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,106.26,2762.76,No
CUST-02292,Male,0,Yes,No,30,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,71.49,2144.7,No
CUST-02293,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,102.18,4424.15,No
CUST-02294,Female,0,No,Yes,31,Yes,No,DSL,Yes,No internet service,Two year,No,Mailed check,64.97,2059.93,No
CUST-02295,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,22.51,772.29,Yes
CUST-02296,Male,0,No,Yes,17,Yes,No,DSL,No,No,Two year,No,Credit card,84.44,1435.48,Yes
CUST-02297,Male,0,No,Yes,62,No,No phone service,DSL,No internet service,No,Two year,No,Bank transfer,92.3,5722.6,No
CUST-02298,Male,0,Yes,No,15,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,28.36,425.4,No
CUST-02299,Female,0,No,No,34,No,Yes,DSL,Yes,Yes,One year,Yes,Mailed check,101.22,3449.24,No
CUST-02300,Male,0,No,No,61,No,Yes,DSL,No,No,One year,Yes,Mailed check,25.67,1592.88,No
CUST-02301,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,One year,Yes,Mailed check,63.04,504.32,Yes
CUST-02302,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,67.77,4133.97,Yes
CUST-02303,Male,0,No,Yes,38,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,21.75,926.49,Yes
CUST-02304,Male,0,No,Yes,50,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,24.71,1253.64,No
CUST-02305,Male,0,No,No,9,Yes,No,DSL,No internet service,No internet service,One year,No,Electronic check,63.97,575.73,No
CUST-02306,Female,0,No,Yes,51,Yes,Yes,DSL,No,No,Two year,No,Bank transfer,49.75,2537.25,No
CUST-02307,Female,1,No,No,11,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer,101.22,1228.01,No
CUST-02308,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,60.21,4322.33,No
CUST-02309,Male,1,No,No,61,Yes,No,DSL,No,No,Two year,Yes,Electronic check,28.76,1754.36,No
CUST-02310,Female,0,Yes,Yes,2,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,34.1,68.2,No
CUST-02311,Female,1,No,No,10,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer,86.69,934.98,No
CUST-02312,Male,0,Yes,No,7,Yes,No,No,No,No,One year,No,Mailed check,114.91,804.37,No
CUST-02313,Male,0,No,Yes,22,Yes,Yes,DSL,No,Yes,One year,Yes,Credit card,106.7,2372.37,No
CUST-02314,Male,0,No,No,9,Yes,No phone service,Fiber optic,No,No internet service,One year,No,Credit card,31.21,305.0,Yes
CUST-02315,Male,1,No,No,17,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,19.67,389.54,Yes
CUST-02316,Female,1,No,No,38,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,20.7,814.71,Yes
CUST-02317,Male,0,Yes,No,25,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,74.59,1895.91,No
CUST-02318,Male,1,Yes,Yes,10,Yes,No,No,No internet service,No,One year,No,Electronic check,67.56,692.48,No
CUST-02319,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,19.37,189.63,No
CUST-02320,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Mailed check,23.83,141.31,Yes
CUST-02321,Female,0,No,Yes,61,Yes,No,DSL,No,No internet service,Two year,No,Bank transfer,119.97,7318.93,Yes
CUST-02322,Female,0,No,No,70,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,116.42,8192.82,No
CUST-02323,Female,0,Yes,Yes,60,Yes,Yes,No,No internet service,No,One year,No,Electronic check,30.93,1855.8,No
CUST-02324,Male,0,No,No,3,Yes,Yes,No,Yes,No,Two year,No,Mailed check,34.74,104.22,No
CUST-02325,Male,0,No,Yes,60,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card,109.82,6589.2,No
CUST-02326,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Two year,No,Credit card,69.76,488.32,No
CUST-02327,Male,0,No,No,12,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,115.71,1388.52,Yes
CUST-02328,Male,0,No,No,11,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,71.07,781.77,Yes
CUST-02329,Female,0,No,No,34,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,76.88,2673.82,No
CUST-02330,Female,0,Yes,No,53,Yes,Yes,No,Yes,No internet service,Two year,No,Bank transfer,40.45,2143.85,No
CUST-02331,Female,0,No,No,50,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,107.36,5368.0,Yes
CUST-02332,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,Month-to-month,No,Mailed check,102.15,4290.3,No
CUST-02333,Male,0,No,No,65,Yes,No,DSL,No,No internet service,Two year,Yes,Electronic check,52.42,3407.3,No
CUST-02334,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Two year,No,Credit card,80.46,1208.38,Yes
CUST-02335,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer,52.83,2535.84,Yes
CUST-02336,Male,0,No,No,33,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,65.32,2206.16,No
CUST-02337,Female,0,Yes,No,38,No,No,Fiber optic,No,No,One year,Yes,Electronic check,105.06,3992.28,Yes
CUST-02338,Female,0,No,Yes,25,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,60.37,1520.6,Yes
CUST-02339,Male,0,No,No,68,Yes,No,No,No,No,Two year,No,Mailed check,103.74,7101.93,No
CUST-02340,Female,1,No,Yes,47,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card,115.93,5448.71,Yes
CUST-02341,Male,1,No,No,50,Yes,No,Fiber optic,No,No,One year,No,Bank transfer,60.47,3023.5,Yes
CUST-02342,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,107.51,322.53,Yes
CUST-02343,Male,0,No,No,26,No,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,49.01,1274.26,Yes
CUST-02344,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,18.29,788.57,Yes
CUST-02345,Female,0,Yes,No,55,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,26.62,1533.48,No
CUST-02346,Male,1,No,No,68,Yes,No,Fiber optic,Yes,No,Two year,Yes,Mailed check,93.18,6336.24,No
CUST-02347,Female,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,28.22,493.22,No
CUST-02348,Female,0,No,No,60,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,113.79,6827.4,Yes
CUST-02349,Female,0,No,No,3,Yes,No,No,No,No internet service,One year,Yes,Mailed check,106.39,442.65,No
CUST-02350,Female,1,No,No,0,Yes,No,No,No,No,One year,No,Mailed check,70.51,25.03,Yes
CUST-02351,Male,0,No,No,49,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Electronic check,77.31,3830.18,No
CUST-02352,Male,0,Yes,No,69,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,88.82,6128.58,No
CUST-02353,Female,0,No,Yes,19,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,92.61,1813.11,No
CUST-02354,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,68.1,1300.85,Yes
CUST-02355,Male,0,No,No,45,No,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,49.97,2296.88,Yes
CUST-02356,Female,0,Yes,No,26,No,No phone service,DSL,No,No internet service,Two year,Yes,Mailed check,110.84,2881.84,No
CUST-02357,Male,1,No,No,25,Yes,No phone service,DSL,No,Yes,One year,No,Credit card,22.75,577.79,Yes
CUST-02358,Female,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,54.32,1683.92,Yes
CUST-02359,Male,1,Yes,No,9,Yes,No,DSL,No,No,One year,Yes,Electronic check,85.98,805.02,No
CUST-02360,Female,0,No,Yes,11,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer,108.89,1225.56,No
CUST-02361,Female,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,25.57,588.11,Yes
CUST-02362,Male,0,No,Yes,50,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,85.21,4260.5,Yes
CUST-02363,Female,0,No,No,37,Yes,Yes,No,No,No internet service,Two year,Yes,Credit card,67.68,2504.16,No
CUST-02364,Female,0,No,No,45,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.02,3985.57,Yes
CUST-02365,Male,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,Two year,Yes,Bank transfer,50.35,352.45,No
CUST-02366,Female,0,Yes,No,54,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Credit card,90.49,4983.94,No
CUST-02367,Male,0,Yes,No,30,Yes,No,DSL,No,No,One year,No,Electronic check,36.39,1091.7,Yes
CUST-02368,Male,0,No,Yes,15,No,No,No,Yes,Yes,One year,Yes,Mailed check,97.09,1605.74,No
CUST-02369,Female,0,Yes,No,19,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,94.43,1794.76,Yes
CUST-02370,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,114.57,4239.09,Yes
CUST-02371,Female,0,No,No,14,Yes,No,Fiber optic,No,No internet service,One year,Yes,Mailed check,35.67,499.38,No
CUST-02372,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,Two year,Yes,Credit card,91.64,3025.08,No
CUST-02373,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Mailed check,50.91,3614.61,No
CUST-02374,Female,0,No,No,18,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Mailed check,46.75,841.5,No
CUST-02375,Female,0,Yes,No,68,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Mailed check,58.96,4009.28,No
CUST-02376,Male,0,Yes,Yes,62,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,47.09,2919.58,No
CUST-02377,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No internet service,One year,No,Electronic check,43.32,1416.75,Yes
CUST-02378,Male,0,No,No,36,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,96.38,3469.68,Yes
CUST-02379,Female,0,No,Yes,65,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,89.35,5834.4,No
CUST-02380,Female,0,Yes,No,6,Yes,No phone service,DSL,No,Yes,One year,No,Credit card,29.15,174.9,Yes
CUST-02381,Male,0,No,Yes,47,Yes,Yes,DSL,No,Yes,Two year,No,Credit card,75.14,3582.22,No
CUST-02382,Female,0,Yes,No,10,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.76,517.6,No
CUST-02383,Female,0,No,No,30,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,117.05,3524.12,No
CUST-02384,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,Two year,No,Mailed check,61.35,2638.05,No
CUST-02385,Female,1,No,No,44,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,22.14,974.16,Yes
CUST-02386,Female,0,No,No,71,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,51.84,3680.64,Yes
CUST-02387,Female,0,No,Yes,55,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Credit card,49.9,2824.84,No
CUST-02388,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,18.57,578.13,Yes
CUST-02389,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,67.75,1355.0,Yes
CUST-02390,Female,0,No,No,30,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,110.39,3311.7,No
CUST-02391,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,99.84,20.96,Yes
CUST-02392,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No internet service,Yes,One year,No,Electronic check,87.83,911.95,No
CUST-02393,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,53.04,3553.68,No
CUST-02394,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,41.66,1493.08,No
CUST-02395,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,One year,No,Bank transfer,52.95,3071.1,No
CUST-02396,Female,0,No,No,66,Yes,Yes,DSL,No internet service,Yes,Two year,Yes,Bank transfer,30.55,2016.3,No
CUST-02397,Male,0,No,Yes,55,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Credit card,28.15,1548.25,No
CUST-02398,Male,0,No,Yes,50,No,Yes,Fiber optic,No internet service,No,Two year,No,Credit card,76.6,3830.0,No
CUST-02399,Female,1,Yes,No,28,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,101.03,2922.75,Yes
CUST-02400,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,28.14,34.01,No
CUST-02401,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,One year,No,Bank transfer,52.19,298.06,No
CUST-02402,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,30.52,975.61,No
CUST-02403,Male,0,No,Yes,53,Yes,No phone service,Fiber optic,No,Yes,Two year,Yes,Credit card,49.67,2637.04,No
CUST-02404,Male,1,No,No,39,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,102.69,4052.07,Yes
CUST-02405,Male,0,Yes,No,16,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,21.55,346.2,No
CUST-02406,Female,1,No,No,4,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Credit card,84.02,336.08,Yes
CUST-02407,Male,0,Yes,No,1,Yes,No phone service,DSL,Yes,Yes,Month-to-month,No,Electronic check,24.1,24.1,No
CUST-02408,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,61.51,3506.07,No
CUST-02409,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No internet service,One year,Yes,Electronic check,66.35,756.15,No
CUST-02410,Male,1,Yes,Yes,4,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,58.95,235.8,Yes
CUST-02411,Male,0,No,No,59,No,Yes,DSL,No,No internet service,Two year,Yes,Mailed check,83.01,4897.59,No
CUST-02412,Female,0,Yes,No,40,No,Yes,DSL,No,Yes,Month-to-month,No,Credit card,117.31,4736.81,Yes
CUST-02413,Male,0,No,No,19,Yes,No,Fiber optic,No internet service,Yes,Two year,No,Credit card,45.26,918.17,No
CUST-02414,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,One year,Yes,Electronic check,80.2,5778.67,No
CUST-02415,Female,1,No,Yes,0,Yes,Yes,DSL,No,No,One year,Yes,Electronic check,54.21,0.0,Yes
CUST-02416,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,Two year,Yes,Mailed check,119.95,6597.25,No
CUST-02417,Female,0,Yes,No,69,Yes,No phone service,DSL,No internet service,Yes,Two year,No,Mailed check,115.0,7935.0,No
CUST-02418,Male,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,27.53,1580.63,Yes
CUST-02419,Female,0,Yes,No,53,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,117.31,6260.84,No
CUST-02420,Male,1,Yes,No,10,No,No phone service,No,No,No internet service,Month-to-month,No,Mailed check,93.3,956.07,No
CUST-02421,Male,0,No,No,2,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,119.22,270.27,Yes
CUST-02422,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,One year,Yes,Electronic check,96.64,2643.5,No
CUST-02423,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,One year,Yes,Electronic check,31.15,219.4,Yes
CUST-02424,Male,0,No,No,15,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,94.55,1418.25,Yes
CUST-02425,Male,0,Yes,Yes,30,No,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,92.12,2763.6,Yes
CUST-02426,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,One year,No,Mailed check,35.01,969.64,No
CUST-02427,Male,0,No,No,6,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,94.82,607.41,No
CUST-02428,Male,0,No,Yes,8,No,No,DSL,No internet service,No,One year,Yes,Mailed check,86.83,694.64,Yes
CUST-02429,Male,1,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,119.43,4579.76,Yes
CUST-02430,Female,0,No,Yes,42,No,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,81.11,3406.62,Yes
CUST-02431,Female,0,Yes,No,26,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,60.29,1593.47,No
CUST-02432,Female,1,Yes,No,32,Yes,No phone service,No,No,Yes,Month-to-month,Yes,Electronic check,115.3,3689.6,Yes
CUST-02433,Male,0,Yes,No,55,Yes,No phone service,DSL,No internet service,Yes,One year,No,Credit card,82.04,4512.2,No
CUST-02434,Female,0,Yes,Yes,1,No,No,DSL,No,No,Month-to-month,No,Electronic check,53.56,82.25,No
CUST-02435,Female,0,Yes,No,13,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Bank transfer,20.15,361.99,Yes
CUST-02436,Female,1,Yes,No,12,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Electronic check,95.18,1144.23,No
CUST-02437,Male,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Electronic check,30.19,785.64,No
CUST-02438,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Mailed check,112.21,7630.28,No
CUST-02439,Male,0,No,No,33,Yes,No,Fiber optic,No,No internet service,Two year,No,Credit card,116.06,3829.98,No
CUST-02440,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,42.11,782.58,No
CUST-02441,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,No internet service,Two year,Yes,Mailed check,29.51,882.68,No
CUST-02442,Female,1,Yes,Yes,48,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,78.72,3778.56,No
CUST-02443,Female,0,No,No,42,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,39.8,1700.94,Yes
CUST-02444,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,Two year,Yes,Bank transfer,73.27,1099.05,No
CUST-02445,Male,1,Yes,No,51,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Mailed check,60.25,3078.63,No
CUST-02446,Male,0,Yes,Yes,48,Yes,No,DSL,No,No,Two year,Yes,Electronic check,98.79,4759.36,No
CUST-02447,Male,0,Yes,No,10,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,119.99,1292.48,Yes
CUST-02448,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,64.59,2971.14,Yes
CUST-02449,Male,1,Yes,No,34,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,87.87,3017.46,No
CUST-02450,Male,0,No,No,70,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card,52.86,3742.59,Yes
CUST-02451,Female,0,No,Yes,28,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,105.98,3081.86,No
CUST-02452,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card,21.77,1229.79,No
CUST-02453,Male,0,Yes,No,22,Yes,No phone service,DSL,No,Yes,One year,No,Bank transfer,68.34,1537.67,No
CUST-02454,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No internet service,Two year,No,Bank transfer,36.03,828.69,No
CUST-02455,Male,0,Yes,No,9,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,36.04,348.47,No
CUST-02456,Male,0,No,No,60,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,72.37,4397.78,Yes
CUST-02457,Male,0,No,No,7,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,49.4,345.8,Yes
CUST-02458,Male,0,No,No,47,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,64.82,3046.54,No
CUST-02459,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,49.18,1467.94,No
CUST-02460,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,64.42,1672.98,No
CUST-02461,Female,0,No,No,36,Yes,No,Fiber optic,No,No,One year,No,Mailed check,47.16,1697.76,Yes
CUST-02462,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,99.96,5099.29,Yes
CUST-02463,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,74.9,2771.3,Yes
CUST-02464,Male,0,No,No,5,No,No,DSL,Yes,Yes,Two year,No,Mailed check,34.47,251.68,No
CUST-02465,Male,0,No,No,7,Yes,No,DSL,No,Yes,Two year,Yes,Mailed check,18.86,215.26,No
CUST-02466,Female,1,No,No,16,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer,19.78,331.61,Yes
CUST-02467,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,61.01,3721.61,No
CUST-02468,Male,1,No,No,33,Yes,Yes,Fiber optic,No,No,One year,Yes,Credit card,50.04,1651.32,No
CUST-02469,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,One year,Yes,Mailed check,44.74,805.32,No
CUST-02470,Female,0,Yes,No,69,Yes,No,DSL,No,No,Two year,Yes,Credit card,81.54,5626.26,No
CUST-02471,Female,1,No,No,36,No,No phone service,DSL,No,Yes,Month-to-month,Yes,Credit card,100.95,3769.15,No
CUST-02472,Male,0,No,Yes,37,Yes,Yes,DSL,No internet service,No,One year,Yes,Mailed check,24.46,905.02,No
CUST-02473,Female,0,Yes,Yes,14,Yes,No phone service,DSL,Yes,No internet service,Two year,No,Credit card,29.22,409.08,No
CUST-02474,Female,0,Yes,Yes,39,Yes,No,DSL,No,No internet service,One year,No,Mailed check,55.61,2168.79,No
CUST-02475,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer,63.03,509.88,No
CUST-02476,Female,0,No,No,52,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer,58.31,3053.08,No
CUST-02477,Female,0,No,Yes,69,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,83.14,5736.66,No
CUST-02478,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Two year,Yes,Bank transfer,26.9,1824.34,No
CUST-02479,Male,0,No,No,51,Yes,No,No,No,No internet service,One year,Yes,Electronic check,68.46,3491.46,No
CUST-02480,Male,1,Yes,Yes,0,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,100.8,0.0,Yes
CUST-02481,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Two year,No,Mailed check,112.7,3268.3,Yes
CUST-02482,Male,0,Yes,No,0,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Mailed check,75.16,0.0,Yes
CUST-02483,Female,0,No,No,38,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,32.12,1266.73,No
